Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merek_HP,Digital_Interest,Location_Type,Usia,Jam_Login_Rounded
Grand Metropolitan Mall,19:26,Mahfud,Mahfud@google.com,8575834968,1972-12-04,apple,science,Free,50.0,19
SMA N 28 Jakarta,13:41,Umar,Umar@google.com,8317700402,1962-01-22,xiaomi,sport,Goes to School,61.0,14
Grand Metropolitan Mall,10:04,Amalia,Amalia@google.com,8051168773,1979-11-24,apple,games,Free,43.0,10
SMA N 28 Jakarta,20:07,Langgeng,Langgeng@google.com,8551709380,1985-09-17,samsung,sport,Goes to School,37.0,20
Foresthree Coffee,11:51,Mustofa,Mustofa@google.com,8145097561,1973-07-03,vivo,cooking,Social,49.0,12
Grand Metropolitan Mall,17:58,Tina,Tina@google.com,8670258714,1974-06-15,apple,science,Free,49.0,18
SMA N 27 Jakarta,09:54,Galih,Galih@google.com,8962481565,1996-08-30,samsung,art,Goes to School,26.0,10
Foresthree Coffee,12:10,Hesti,Hesti@google.com,8576293208,1971-12-14,xiaomi,art,Social,51.0,12
SMA N 47 Jakarta,21:50,Argono,Argono@google.com,8102752232,1969-03-05,xiaomi,beauty,Goes to School,54.0,22
Grand Metropolitan Mall,11:03,Bagus,Bagus@google.com,8500228975,2000-11-06,xiaomi,music,Free,22.0,11
Jogja City Mall,22:21,Usyi,Usyi@google.com,8992356495,1998-03-05,apple,art,Free,25.0,22
Jogja City Mall,08:07,Bahuraksa,Bahuraksa@google.com,8487375210,1998-12-12,vivo,sport,Free,24.0,8
Foresthree Coffee,20:52,Dariati,Dariati@google.com,8153196166,1964-03-09,xiaomi,art,Social,59.0,21
Grand Metropolitan Mall,06:15,Wahyu,Wahyu@google.com,8621229606,2005-09-01,apple,art,Free,17.0,6
SMA N 27 Jakarta,17:53,Bala,Bala@google.com,8859136581,1987-06-25,oppo,entertainment,Goes to School,35.0,18
Foresthree Coffee,20:58,Kenari,Kenari@google.com,8775247896,1999-03-12,vivo,entertainment,Social,24.0,21
Jogja City Mall,17:14,Michelle,Michelle@google.com,8403220236,1990-04-23,xiaomi,entertainment,Free,33.0,17
SMA N 47 Jakarta,00:55,Maida,Maida@google.com,8517861652,2001-06-18,vivo,sport,Goes to School,21.0,1
Jogja City Mall,20:29,Mujur,Mujur@google.com,8071735647,2006-05-03,samsung,games,Free,17.0,20
Foresthree Coffee,23:18,Emil,Emil@google.com,8783291940,2005-05-08,xiaomi,sport,Social,18.0,23
SMA N 28 Jakarta,19:07,Uchita,Uchita@google.com,8680103717,1963-10-22,vivo,beauty,Goes to School,59.0,19
SMA N 28 Jakarta,16:22,Cecep,Cecep@google.com,8412728875,1968-11-05,xiaomi,entertainment,Goes to School,54.0,16
SMA N 28 Jakarta,20:06,Jelita,Jelita@google.com,8754842894,1990-03-25,vivo,games,Goes to School,33.0,20
Jogja City Mall,06:04,Latika,Latika@google.com,8244513284,1975-08-24,samsung,games,Free,47.0,6
Stuja Coffee,16:27,Viktor,Viktor@google.com,8568327696,1992-03-30,samsung,entertainment,Social,31.0,16
Coffee Toffee,11:53,Cahya,Cahya@google.com,8651401741,1987-01-23,samsung,music,Social,36.0,12
SMA N 28 Jakarta,06:43,Nugraha,Nugraha@google.com,8684990983,1998-08-28,samsung,games,Goes to School,24.0,7
SMA N 27 Jakarta,02:47,Kambali,Kambali@google.com,8004749345,1986-11-24,xiaomi,tech,Goes to School,36.0,3
SMA N 28 Jakarta,13:13,Satya,Satya@google.com,8717183606,1990-12-19,oppo,art,Goes to School,32.0,13
Coffee Toffee,00:28,Tri,Tri@google.com,8660614712,1980-12-17,oppo,tech,Social,42.0,0
Foresthree Coffee,18:44,Cakrabuana,Cakrabuana@google.com,8572451102,1962-10-16,samsung,cooking,Social,60.0,19
Stuja Coffee,19:36,Jono,Jono@google.com,8364541365,1989-05-21,oppo,cooking,Social,34.0,20
Foresthree Coffee,13:12,Hesti,Hesti@google.com,8699289164,2007-09-19,vivo,cooking,Social,15.0,13
SMA N 47 Jakarta,21:25,Radit,Radit@google.com,8892949130,1984-09-06,samsung,games,Goes to School,38.0,21
Coffee Toffee,11:55,Bakianto,Bakianto@google.com,8025442516,2000-01-06,xiaomi,tech,Social,23.0,12
Jogja City Mall,06:16,Hasim,Hasim@google.com,8138227367,1974-06-12,oppo,sport,Free,49.0,6
Coffee Toffee,19:27,Oliva,Oliva@google.com,8498146270,1983-05-05,xiaomi,sport,Social,40.0,19
Stuja Coffee,17:02,Jaga,Jaga@google.com,8427803973,2006-12-31,oppo,science,Social,16.0,17
Coffee Toffee,00:00,Nasrullah,Nasrullah@google.com,8311955224,1968-12-17,xiaomi,music,Social,54.0,0
SMA N 47 Jakarta,08:33,Surya,Surya@google.com,8805246673,1968-01-09,apple,tech,Goes to School,55.0,9
Coffee Toffee,02:37,Karman,Karman@google.com,8385788392,2005-10-10,xiaomi,tech,Social,17.0,3
Stuja Coffee,07:22,Salwa,Salwa@google.com,8490595566,1982-07-26,oppo,cooking,Social,40.0,7
Grand Metropolitan Mall,06:27,Maida,Maida@google.com,8962006291,1974-05-05,oppo,games,Free,49.0,6
SMA N 47 Jakarta,10:24,Pranawa,Pranawa@google.com,8873431085,1996-05-04,xiaomi,entertainment,Goes to School,27.0,10
Stuja Coffee,08:12,Raden,Raden@google.com,8973380728,1966-08-21,samsung,sport,Social,56.0,8
SMA N 47 Jakarta,02:55,Bakiadi,Bakiadi@google.com,8684439738,1995-12-02,vivo,sport,Goes to School,27.0,3
SMA N 27 Jakarta,04:34,Elma,Elma@google.com,8170862132,1965-05-20,oppo,beauty,Goes to School,58.0,5
SMA N 27 Jakarta,00:18,Eka,Eka@google.com,8899616457,1993-01-17,apple,cooking,Goes to School,30.0,0
SMA N 47 Jakarta,12:27,Hafshah,Hafshah@google.com,8362009534,1994-01-29,xiaomi,entertainment,Goes to School,29.0,12
Jogja City Mall,00:30,Prabowo,Prabowo@google.com,8981840729,1974-05-22,vivo,cooking,Free,49.0,0
Jogja City Mall,00:20,Diana,Diana@google.com,8782977149,1987-12-01,oppo,games,Free,35.0,0
Jogja City Mall,04:27,Perkasa,Perkasa@google.com,8580192536,2001-05-10,xiaomi,games,Free,22.0,4
Grand Metropolitan Mall,13:02,Fitria,Fitria@google.com,8316144018,1978-11-22,samsung,beauty,Free,44.0,13
Tang City Mall,20:51,Hesti,Hesti@google.com,8790886616,1970-12-02,apple,sport,Free,52.0,21
SMA N 47 Jakarta,00:40,Taswir,Taswir@google.com,8458098792,2000-09-04,samsung,entertainment,Goes to School,22.0,1
Grand Metropolitan Mall,06:59,Naradi,Naradi@google.com,8183697825,1980-04-22,xiaomi,entertainment,Free,43.0,7
SMA N 28 Jakarta,18:39,Aurora,Aurora@google.com,8322740374,1978-10-01,vivo,music,Goes to School,44.0,19
Coffee Toffee,08:25,Parman,Parman@google.com,8569284978,2001-08-13,samsung,music,Social,21.0,8
Jogja City Mall,00:36,Elma,Elma@google.com,8860551852,1999-11-10,vivo,tech,Free,23.0,1
SMA N 47 Jakarta,06:21,Maya,Maya@google.com,8207540233,1984-10-13,vivo,games,Goes to School,38.0,6
Tang City Mall,23:37,Oskar,Oskar@google.com,8545284050,1977-08-23,apple,music,Free,45.0,0
SMA N 28 Jakarta,15:07,Maria,Maria@google.com,8122579045,1992-05-15,vivo,music,Goes to School,31.0,15
Jogja City Mall,04:25,Jayeng,Jayeng@google.com,8243022273,1970-03-22,apple,tech,Free,53.0,4
Tang City Mall,00:22,Rahmat,Rahmat@google.com,8308849215,1981-12-08,samsung,games,Free,41.0,0
Jogja City Mall,19:08,Ade,Ade@google.com,8510351561,1973-05-09,xiaomi,music,Free,50.0,19
SMA N 47 Jakarta,21:53,Violet,Violet@google.com,8720798168,1974-01-01,apple,games,Goes to School,49.0,22
Tang City Mall,08:03,Radit,Radit@google.com,8791286171,1998-01-18,vivo,cooking,Free,25.0,8
SMA N 47 Jakarta,06:31,Darmana,Darmana@google.com,8477377078,1992-06-05,xiaomi,sport,Goes to School,31.0,7
Jogja City Mall,14:14,Salman,Salman@google.com,8161471655,1968-09-03,vivo,art,Free,54.0,14
Stuja Coffee,15:19,Ajimat,Ajimat@google.com,8693763011,1994-05-04,samsung,art,Social,29.0,15
Grand Metropolitan Mall,16:01,Lasmono,Lasmono@google.com,8646914215,1974-01-24,samsung,art,Free,49.0,16
SMA N 47 Jakarta,17:52,Kawaya,Kawaya@google.com,8478277546,1978-04-27,samsung,tech,Goes to School,45.0,18
Stuja Coffee,07:39,Mahdi,Mahdi@google.com,8691379528,1998-10-11,oppo,entertainment,Social,24.0,8
Grand Metropolitan Mall,01:57,Kadir,Kadir@google.com,8646495547,1962-04-09,vivo,art,Free,61.0,2
Grand Metropolitan Mall,12:28,Marwata,Marwata@google.com,8912361857,1966-06-18,vivo,beauty,Free,57.0,12
Jogja City Mall,10:09,Abyasa,Abyasa@google.com,8914377484,2006-07-21,samsung,science,Free,16.0,10
Stuja Coffee,00:58,Vero,Vero@google.com,8095199654,1999-09-08,samsung,art,Social,23.0,1
Tang City Mall,20:06,Ibun,Ibun@google.com,8506844003,1970-02-16,xiaomi,sport,Free,53.0,20
SMA N 27 Jakarta,11:21,Warsita,Warsita@google.com,8115259314,1992-08-21,oppo,tech,Goes to School,30.0,11
Tang City Mall,18:36,Balangga,Balangga@google.com,8175549476,1997-09-15,oppo,tech,Free,25.0,19
Grand Metropolitan Mall,19:03,Artanto,Artanto@google.com,8359499558,1994-11-12,samsung,entertainment,Free,28.0,19
SMA N 47 Jakarta,07:51,Anom,Anom@google.com,8102247706,1988-08-19,apple,music,Goes to School,34.0,8
Jogja City Mall,00:16,Hadi,Hadi@google.com,8034644904,2004-12-13,vivo,games,Free,18.0,0
SMA N 27 Jakarta,01:11,Lidya,Lidya@google.com,8986764345,1970-07-07,apple,games,Goes to School,52.0,1
Foresthree Coffee,15:53,Jati,Jati@google.com,8010203195,1977-03-02,xiaomi,art,Social,46.0,16
Foresthree Coffee,21:41,Jagaraga,Jagaraga@google.com,8534501533,1990-10-22,oppo,sport,Social,32.0,22
Grand Metropolitan Mall,04:45,Devi,Devi@google.com,8176067274,1996-07-11,oppo,beauty,Free,26.0,5
Foresthree Coffee,18:39,Praba,Praba@google.com,8577626108,2001-11-07,oppo,games,Social,21.0,19
Foresthree Coffee,10:03,Wisnu,Wisnu@google.com,8479441459,1964-09-17,oppo,art,Social,58.0,10
Jogja City Mall,23:44,Empluk,Empluk@google.com,8937201407,1970-07-13,vivo,sport,Free,52.0,0
SMA N 27 Jakarta,21:58,Lala,Lala@google.com,8834424574,1968-08-08,samsung,tech,Goes to School,54.0,22
Tang City Mall,14:08,Bakti,Bakti@google.com,8463414678,1994-07-03,xiaomi,cooking,Free,28.0,14
SMA N 28 Jakarta,19:20,Dartono,Dartono@google.com,8558013470,1997-06-09,xiaomi,tech,Goes to School,26.0,19
Coffee Toffee,14:40,Marwata,Marwata@google.com,8714989359,1962-07-07,samsung,tech,Social,60.0,15
Grand Metropolitan Mall,23:26,Citra,Citra@google.com,8686362857,1986-12-05,vivo,tech,Free,36.0,23
SMA N 47 Jakarta,22:54,Daryani,Daryani@google.com,8272301468,1979-09-26,oppo,sport,Goes to School,43.0,23
Tang City Mall,10:28,Jelita,Jelita@google.com,8451782575,1994-01-07,apple,art,Free,29.0,10
Stuja Coffee,16:41,Jamal,Jamal@google.com,8329525561,1977-04-23,oppo,science,Social,46.0,17
Jogja City Mall,07:23,Tedi,Tedi@google.com,8825568040,1986-03-15,vivo,art,Free,37.0,7
Foresthree Coffee,14:31,Eko,Eko@google.com,8953714383,1985-01-13,oppo,entertainment,Social,38.0,15
Coffee Toffee,00:30,Rahman,Rahman@google.com,8806594221,1978-07-16,samsung,entertainment,Social,44.0,0
SMA N 47 Jakarta,00:46,Kamaria,Kamaria@google.com,8606449812,1987-11-06,vivo,sport,Goes to School,35.0,1
Grand Metropolitan Mall,10:28,Ega,Ega@google.com,8951138036,1966-10-28,xiaomi,science,Free,56.0,10
Grand Metropolitan Mall,12:05,Kuncara,Kuncara@google.com,8410839644,1992-10-27,vivo,science,Free,30.0,12
SMA N 27 Jakarta,09:03,Ibrahim,Ibrahim@google.com,8709292238,2007-08-09,samsung,art,Goes to School,15.0,9
Foresthree Coffee,12:35,Kamidin,Kamidin@google.com,8607700532,1994-08-24,samsung,tech,Social,28.0,13
Coffee Toffee,16:28,Cakrabuana,Cakrabuana@google.com,8585066274,1985-02-02,xiaomi,tech,Social,38.0,16
Grand Metropolitan Mall,01:06,Zelda,Zelda@google.com,8011605727,1974-09-19,apple,beauty,Free,48.0,1
Grand Metropolitan Mall,01:57,Jais,Jais@google.com,8562213110,1969-07-22,apple,entertainment,Free,53.0,2
Stuja Coffee,00:13,Garda,Garda@google.com,8526413662,1989-01-22,oppo,games,Social,34.0,0
Tang City Mall,23:56,Maimunah,Maimunah@google.com,8770950774,1986-08-08,oppo,tech,Free,36.0,0
Coffee Toffee,10:11,Karja,Karja@google.com,8444985984,1995-06-15,xiaomi,cooking,Social,28.0,10
Stuja Coffee,08:25,Aswani,Aswani@google.com,8898969713,1981-11-14,samsung,tech,Social,41.0,8
Coffee Toffee,08:42,Purwa,Purwa@google.com,8060654855,1980-11-06,apple,sport,Social,42.0,9
SMA N 28 Jakarta,15:57,Asmianto,Asmianto@google.com,8610549338,1973-06-06,samsung,tech,Goes to School,50.0,16
SMA N 28 Jakarta,13:58,Umi,Umi@google.com,8896610101,1992-04-06,vivo,games,Goes to School,31.0,14
Coffee Toffee,11:02,Wasis,Wasis@google.com,8778278539,1998-09-30,samsung,beauty,Social,24.0,11
Jogja City Mall,14:07,Febi,Febi@google.com,8090016322,1966-04-17,oppo,sport,Free,57.0,14
Grand Metropolitan Mall,03:30,Estiono,Estiono@google.com,8942234970,1983-11-29,oppo,games,Free,39.0,4
Coffee Toffee,17:54,Prayitna,Prayitna@google.com,8645622958,1975-02-11,oppo,cooking,Social,48.0,18
Jogja City Mall,20:46,Saka,Saka@google.com,8516706467,1981-11-30,xiaomi,sport,Free,41.0,21
Grand Metropolitan Mall,17:54,Legawa,Legawa@google.com,8879888304,1984-08-07,xiaomi,tech,Free,38.0,18
Tang City Mall,18:59,Irma,Irma@google.com,8640472915,1977-07-05,vivo,art,Free,45.0,19
Stuja Coffee,09:38,Rangga,Rangga@google.com,8558010321,1999-04-23,vivo,sport,Social,24.0,10
Foresthree Coffee,00:19,Bajragin,Bajragin@google.com,8433164823,2006-03-24,oppo,cooking,Social,17.0,0
Grand Metropolitan Mall,11:20,Paiman,Paiman@google.com,8630839778,2002-07-22,xiaomi,cooking,Free,20.0,11
SMA N 47 Jakarta,06:14,Lukman,Lukman@google.com,8943786021,1969-10-03,xiaomi,science,Goes to School,53.0,6
Grand Metropolitan Mall,16:53,Dartono,Dartono@google.com,8370981485,1992-11-21,samsung,tech,Free,30.0,17
Grand Metropolitan Mall,23:01,Luluh,Luluh@google.com,8427792853,1978-02-06,oppo,music,Free,45.0,23
Foresthree Coffee,18:34,Maya,Maya@google.com,8008102542,1982-11-02,apple,sport,Social,40.0,19
Stuja Coffee,03:32,Keisha,Keisha@google.com,8117787759,1971-01-26,xiaomi,music,Social,52.0,4
Foresthree Coffee,03:15,Galiono,Galiono@google.com,8709132302,1996-02-06,xiaomi,music,Social,27.0,3
SMA N 47 Jakarta,00:05,Eman,Eman@google.com,8723466201,1980-01-31,xiaomi,games,Goes to School,43.0,0
Jogja City Mall,23:47,Fitriani,Fitriani@google.com,8354350520,2003-11-13,samsung,beauty,Free,19.0,0
SMA N 47 Jakarta,21:10,Cindy,Cindy@google.com,8997752376,1999-03-08,vivo,sport,Goes to School,24.0,21
SMA N 27 Jakarta,00:15,Luthfi,Luthfi@google.com,8898949646,1970-04-10,vivo,games,Goes to School,53.0,0
Stuja Coffee,23:29,Baktiono,Baktiono@google.com,8907642607,1982-06-15,apple,games,Social,41.0,23
SMA N 28 Jakarta,18:16,Sakti,Sakti@google.com,8410615075,2005-08-01,xiaomi,tech,Goes to School,17.0,18
Stuja Coffee,23:14,Cawuk,Cawuk@google.com,8794353211,2002-01-30,samsung,science,Social,21.0,23
Grand Metropolitan Mall,00:11,Vanya,Vanya@google.com,8279056630,1978-09-26,apple,science,Free,44.0,0
Jogja City Mall,14:55,Uchita,Uchita@google.com,8953756472,1995-02-09,vivo,cooking,Free,28.0,15
Coffee Toffee,01:07,Eli,Eli@google.com,8273191893,1972-12-11,apple,science,Social,50.0,1
Tang City Mall,18:34,Kemba,Kemba@google.com,8959005942,1972-07-14,oppo,cooking,Free,50.0,19
Tang City Mall,08:16,Manah,Manah@google.com,8979631076,1998-10-13,vivo,entertainment,Free,24.0,8
Tang City Mall,21:14,Prayoga,Prayoga@google.com,8871468286,1995-04-03,vivo,entertainment,Free,28.0,21
Stuja Coffee,06:20,Johan,Johan@google.com,8091239386,2003-12-12,vivo,games,Social,19.0,6
SMA N 27 Jakarta,21:53,Agnes,Agnes@google.com,8865943802,1993-11-02,oppo,science,Goes to School,29.0,22
SMA N 27 Jakarta,11:53,Unjani,Unjani@google.com,8825203318,1965-03-29,xiaomi,sport,Goes to School,58.0,12
Jogja City Mall,23:23,Karna,Karna@google.com,8042186763,1985-02-06,samsung,science,Free,38.0,23
SMA N 28 Jakarta,19:59,Candra,Candra@google.com,8634391352,1963-07-28,oppo,sport,Goes to School,59.0,20
Foresthree Coffee,19:59,Dipa,Dipa@google.com,8878668550,2007-10-02,xiaomi,science,Social,15.0,20
Stuja Coffee,21:38,Gina,Gina@google.com,8964839612,1968-07-10,xiaomi,art,Social,54.0,22
SMA N 28 Jakarta,03:15,Bakiono,Bakiono@google.com,8215258809,1971-03-27,vivo,science,Goes to School,52.0,3
Coffee Toffee,20:48,Raden,Raden@google.com,8514443030,2003-09-03,vivo,cooking,Social,19.0,21
SMA N 47 Jakarta,23:22,Elon,Elon@google.com,8697410983,1996-06-16,xiaomi,sport,Goes to School,27.0,23
Foresthree Coffee,04:26,Aditya,Aditya@google.com,8673123862,2004-11-13,samsung,cooking,Social,18.0,4
SMA N 27 Jakarta,15:58,Cagak,Cagak@google.com,8407651871,1972-01-19,samsung,music,Goes to School,51.0,16
SMA N 27 Jakarta,20:09,Bakda,Bakda@google.com,8575612290,1998-06-06,oppo,science,Goes to School,25.0,20
SMA N 47 Jakarta,05:07,Ana,Ana@google.com,8325381866,1999-11-24,vivo,art,Goes to School,23.0,5
Foresthree Coffee,13:27,Bagas,Bagas@google.com,8420062300,1970-09-17,apple,music,Social,52.0,13
SMA N 27 Jakarta,05:44,Keisha,Keisha@google.com,8293785119,1992-08-09,oppo,art,Goes to School,30.0,6
Foresthree Coffee,12:25,Ganda,Ganda@google.com,8680577190,1973-09-07,oppo,sport,Social,49.0,12
Grand Metropolitan Mall,15:31,Anita,Anita@google.com,8248262696,1973-04-02,apple,sport,Free,50.0,16
Stuja Coffee,06:20,Nadine,Nadine@google.com,8383090693,1971-09-10,vivo,games,Social,51.0,6
Grand Metropolitan Mall,05:41,Cinta,Cinta@google.com,8647631726,2007-10-23,vivo,beauty,Free,15.0,6
Coffee Toffee,08:50,Putri,Putri@google.com,8052540102,1982-05-07,apple,art,Social,41.0,9
SMA N 27 Jakarta,07:05,Martaka,Martaka@google.com,8972440371,1982-05-03,samsung,sport,Goes to School,41.0,7
Jogja City Mall,18:42,Tedi,Tedi@google.com,8665891417,1997-07-20,vivo,music,Free,25.0,19
Foresthree Coffee,06:36,Nurul,Nurul@google.com,8036863830,1976-10-22,xiaomi,beauty,Social,46.0,7
SMA N 47 Jakarta,23:49,Ganda,Ganda@google.com,8272952170,1988-06-01,vivo,entertainment,Goes to School,35.0,0
Jogja City Mall,05:22,Nyoman,Nyoman@google.com,8416303965,1967-12-28,samsung,tech,Free,55.0,5
Coffee Toffee,23:52,Kawaya,Kawaya@google.com,8812348617,1963-02-02,vivo,beauty,Social,60.0,0
Tang City Mall,09:05,Cayadi,Cayadi@google.com,8098472538,1990-03-16,xiaomi,cooking,Free,33.0,9
Tang City Mall,09:36,Nilam,Nilam@google.com,8868654550,1963-09-21,vivo,art,Free,59.0,10
Jogja City Mall,19:58,Ibrahim,Ibrahim@google.com,8747171084,1979-11-12,vivo,tech,Free,43.0,20
Jogja City Mall,02:18,Sidiq,Sidiq@google.com,8335246591,2001-03-18,apple,beauty,Free,22.0,2
SMA N 28 Jakarta,01:05,Kemal,Kemal@google.com,8705394598,1986-12-19,samsung,sport,Goes to School,36.0,1
SMA N 47 Jakarta,12:46,Dariati,Dariati@google.com,8015606918,1978-08-21,samsung,science,Goes to School,44.0,13
Stuja Coffee,21:21,Kajen,Kajen@google.com,8672174047,1963-02-06,xiaomi,entertainment,Social,60.0,21
Jogja City Mall,03:11,Johan,Johan@google.com,8425632553,1999-09-01,apple,beauty,Free,23.0,3
SMA N 27 Jakarta,19:24,Heryanto,Heryanto@google.com,8408724206,1994-08-13,samsung,art,Goes to School,28.0,19
Foresthree Coffee,10:11,Nasrullah,Nasrullah@google.com,8298689947,1972-02-07,oppo,beauty,Social,51.0,10
Foresthree Coffee,12:26,Ira,Ira@google.com,8490692564,1969-09-28,vivo,entertainment,Social,53.0,12
Coffee Toffee,02:10,Olga,Olga@google.com,8731034275,1996-02-17,samsung,games,Social,27.0,2
SMA N 28 Jakarta,07:23,Cawisono,Cawisono@google.com,8056345012,1973-12-25,oppo,games,Goes to School,49.0,7
Jogja City Mall,12:27,Lurhur,Lurhur@google.com,8351064272,1986-06-28,samsung,science,Free,36.0,12
Foresthree Coffee,13:49,Hani,Hani@google.com,8340403859,1962-11-26,samsung,music,Social,60.0,14
Stuja Coffee,13:19,Pandu,Pandu@google.com,8030180822,1986-09-04,samsung,tech,Social,36.0,13
Foresthree Coffee,08:07,Jarwadi,Jarwadi@google.com,8230204411,1991-06-18,samsung,art,Social,32.0,8
Stuja Coffee,10:37,Naradi,Naradi@google.com,8929660621,1971-10-05,xiaomi,music,Social,51.0,11
SMA N 28 Jakarta,01:39,Viktor,Viktor@google.com,8164329611,1986-11-22,samsung,games,Goes to School,36.0,2
Tang City Mall,06:44,Kamila,Kamila@google.com,8623500696,1975-11-07,vivo,entertainment,Free,47.0,7
SMA N 28 Jakarta,09:50,Febi,Febi@google.com,8033034833,1980-03-16,apple,entertainment,Goes to School,43.0,10
SMA N 28 Jakarta,23:49,Capa,Capa@google.com,8827896879,1987-11-17,apple,science,Goes to School,35.0,0
Jogja City Mall,18:58,Wawan,Wawan@google.com,8911080652,1982-01-14,oppo,tech,Free,41.0,19
Jogja City Mall,15:51,Kambali,Kambali@google.com,8166285366,2006-01-01,xiaomi,tech,Free,17.0,16
Foresthree Coffee,23:43,Soleh,Soleh@google.com,8063516620,1990-08-03,xiaomi,entertainment,Social,32.0,0
Jogja City Mall,09:05,Drajat,Drajat@google.com,8147120585,1975-01-28,apple,entertainment,Free,48.0,9
Grand Metropolitan Mall,10:43,Damar,Damar@google.com,8466653712,1979-01-02,apple,music,Free,44.0,11
SMA N 28 Jakarta,21:51,Syahrini,Syahrini@google.com,8812820725,2000-08-06,xiaomi,tech,Goes to School,22.0,22
Tang City Mall,16:58,Mursinin,Mursinin@google.com,8327237615,1968-10-23,oppo,art,Free,54.0,17
Foresthree Coffee,10:16,Michelle,Michelle@google.com,8885056946,2003-07-06,samsung,art,Social,19.0,10
SMA N 27 Jakarta,11:57,Ira,Ira@google.com,8924099553,1991-10-05,xiaomi,tech,Goes to School,31.0,12
SMA N 27 Jakarta,08:09,Rahman,Rahman@google.com,8258825203,2006-01-18,apple,beauty,Goes to School,17.0,8
Jogja City Mall,01:50,Kamal,Kamal@google.com,8619233680,1985-09-19,samsung,entertainment,Free,37.0,2
Stuja Coffee,17:59,Jumadi,Jumadi@google.com,8213538798,1998-07-14,xiaomi,sport,Social,24.0,18
Stuja Coffee,15:59,Margana,Margana@google.com,8442247637,1989-05-29,vivo,entertainment,Social,34.0,16
Tang City Mall,05:53,Ellis,Ellis@google.com,8960836524,1995-07-18,oppo,science,Free,27.0,6
Coffee Toffee,13:03,Jayeng,Jayeng@google.com,8192436686,1994-06-01,samsung,tech,Social,29.0,13
Coffee Toffee,08:05,Hardana,Hardana@google.com,8418260924,2004-02-06,samsung,sport,Social,19.0,8
Coffee Toffee,01:57,Rahmat,Rahmat@google.com,8265458113,1962-07-23,apple,music,Social,60.0,2
Grand Metropolitan Mall,09:03,Gangsar,Gangsar@google.com,8937363112,1969-07-13,xiaomi,cooking,Free,53.0,9
Foresthree Coffee,15:04,Hairyanto,Hairyanto@google.com,8879501076,1994-11-05,oppo,science,Social,28.0,15
SMA N 27 Jakarta,21:52,Teddy,Teddy@google.com,8922615209,2006-02-06,apple,beauty,Goes to School,17.0,22
Foresthree Coffee,10:40,Cakrawala,Cakrawala@google.com,8996521082,2007-10-15,apple,cooking,Social,15.0,11
SMA N 27 Jakarta,07:11,Ivan,Ivan@google.com,8084794449,1978-03-30,apple,entertainment,Goes to School,45.0,7
